draw,phase,participant_id,archetype,amount,player_tvl_before_deposit,early_boost,second_draw_weight,entered_at_minute,withdrawn_at_minute,probability_if_player_side_wins,probability_side_and_wallet,profit_if_win,payout_multiple,ev,status,pnl,fee_paid
133,bootstrap,player_00287,occasional_player,0.81548912,3.04101823,1.241851631,1.012716494,70,,0.192460874,0.173214787,3.145425057,3.857102419,-0.129400216,won,3.145425057,0.165548687
134,bootstrap,player_00122,occasional_player,0.829304607,0,1.5,1.24395691,0,,0.206144931,0.185530438,3.969937267,4.787067663,0.061100838,lost,-0.829304607,0.0
134,bootstrap,player_00105,occasional_player,0.205378987,0.829304607,1.428910881,0.293468269,10,,0.04863271,0.043769439,4.562666606,22.215839471,0.003315695,lost,-0.205378987,0.0
134,bootstrap,player_00339,occasional_player,0.316492277,1.034683594,1.411305515,0.446667296,20,,0.074020409,0.066618368,4.45710898,14.082836468,0.001517247,lost,-0.316492277,0.0
134,bootstrap,player_00326,opportunistic_player,1.478919546,1.351175871,1.384175367,2.047084005,30,,0.339236823,0.305313141,3.352803075,2.267062521,-0.003731137,lost,-1.478919546,0.0
134,bootstrap,player_00310,occasional_player,0.317201285,2.830095417,1.257400372,0.398849014,40,,0.066096102,0.059486491,4.456435423,14.049235087,-0.033234386,lost,-0.317201285,0.0
134,bootstrap,player_00032,occasional_player,0.308866165,3.147296702,1.230209447,0.379970074,50,,0.062967538,0.056670785,4.464353787,14.454007245,-0.038364045,lost,-0.308866165,0.0
134,countdown,player_00340,opportunistic_player,0.468695469,3.456162867,1.0,0.468695469,50,,0.077670854,0.069903768,4.312515948,9.201104413,-0.134470775,won,4.312515948,0.226974524
134,countdown,player_00341,opportunistic_player,0.755689272,3.924858336,1.0,0.755689272,50,,0.125230634,0.112707571,4.039871835,5.345943081,-0.21519323,lost,-0.755689272,0.0
135,bootstrap,player_00056,occasional_player,0.221964881,0,1.5,0.332947322,0,,0.018994214,0.017094793,13.476992108,60.716776667,0.012215949,lost,-0.221964881,0.0
135,bootstrap,player_00201,occasional_player,0.66399056,0.221964881,1.481050875,0.9834038,10,,0.056101915,0.050491723,13.057067712,19.664538171,0.02880932,lost,-0.66399056,0.0
135,bootstrap,player_00146,occasional_player,0.576056394,0.885955441,1.424366049,0.82051517,20,,0.046809329,0.042128396,13.14060517,22.811317272,0.001804561,lost,-0.576056394,0.0
135,bootstrap,player_00150,occasional_player,1.137958949,1.462011835,1.375188158,1.564907671,30,,0.089275959,0.080348363,12.606797743,11.078429283,-0.03359025,lost,-1.137958949,0.0
135,bootstrap,player_00320,player_whale,8.735362021,2.599970784,1.278040686,11.164148073,40,,0.636900209,0.573210188,5.389264825,0.61694808,-0.638982007,lost,-8.735362021,0.0
135,countdown,player_00342,opportunistic_player,2.46044205,11.335332805,1.0,2.46044205,40,,0.140365037,0.126328533,11.350438797,4.613170547,-0.71573373,won,11.350438797,0.597391516
135,countdown,player_00286,occasional_player,0.202517066,13.795774855,1.0,0.202517066,40,,0.011553337,0.010398003,13.495467532,66.638668031,-0.060085381,lost,-0.202517066,0.0
136,bootstrap,player_00019,persistent_player,1.138968639,0,1.5,1.708452959,0,,0.112193001,0.100973701,11.183861717,9.819288551,0.105313149,won,11.183861717,0.588624301
136,bootstrap,player_00291,occasional_player,5.355270347,1.138968639,1.40269822,7.511828185,10,,0.4932969,0.44396721,7.178375095,1.340431879,0.209257246,lost,-5.355270347,0.0
136,countdown,player_00326,opportunistic_player,1.127603783,6.494238986,1.0,1.127603783,10,,0.074049011,0.06664411,11.194658331,9.927829703,-0.306397589,lost,-1.127603783,0.0
136,countdown,player_00343,occasional_player,3.907876722,7.621842769,1.0,3.907876722,10,,0.256627737,0.230964964,8.553399039,2.188758665,-1.029758619,lost,-3.907876722,0.0
136,countdown,player_00344,opportunistic_player,0.972041711,11.529719491,1.0,0.972041711,10,,0.063833351,0.057450016,11.342442299,11.668678587,-0.264574413,lost,-0.972041711,0.0
137,bootstrap,player_00048,occasional_player,0.062247065,0,1.5,0.093370597,0,,0.010208009,0.009187208,7.503440988,120.542888054,0.007260484,lost,-0.062247065,0.0
137,bootstrap,player_00333,occasional_player,0.302427461,0.062247065,1.494651234,0.452023578,10,,0.049418776,0.044476899,7.275269612,24.056246704,0.034605003,lost,-0.302427461,0.0
137,bootstrap,player_00345,occasional_player,0.772114143,0.364674526,1.468664247,1.133976436,20,,0.123975232,0.111577708,6.829067264,8.84463434,0.076008259,lost,-0.772114143,0.0
137,bootstrap,player_00346,occasional_player,1.916618207,1.136788669,1.402318021,2.687708252,30,,0.293841426,0.264457283,5.741788403,2.995791432,0.108703199,lost,-1.916618207,0.0
137,bootstrap,player_00122,occasional_player,1.177636504,3.053406876,1.237626849,1.457474556,40,,0.159342593,0.143408334,6.443821021,5.471825134,-0.084655981,lost,-1.177636504,0.0
137,countdown,player_00173,occasional_player,1.709462633,4.23104338,1.0,1.709462633,40,,0.186891913,0.168202722,5.938586198,3.473949113,-0.423040002,lost,-1.709462633,0.0
137,countdown,player_00347,opportunistic_player,1.61278224,5.940506013,1.0,1.61278224,40,,0.176322052,0.158689846,6.030432572,3.739148673,-0.399881656,won,6.030432572,0.317391188
138,bootstrap,player_00048,occasional_player,0.026531493,0,1.5,0.039797239,0,,0.003863516,0.003477165,8.331977305,314.041026824,0.002532417,lost,-0.026531493,0.0
138,bootstrap,player_00071,player_whale,3.5337156,0.026531493,1.497710114,5.292481593,10,,0.513794137,0.462414723,5.000152403,1.414984387,0.412470608,lost,-3.5337156,0.0
138,bootstrap,player_00196,occasional_player,0.221513407,3.560247093,1.19272137,0.264203774,20,,0.025648904,0.023084013,8.146744487,36.777658729,-0.028340431,lost,-0.221513407,0.0
138,bootstrap,player_00146,occasional_player,0.544631769,3.7817605,1.173602939,0.639181445,30,,0.062051738,0.055846564,7.839782043,14.394646969,-0.076391068,lost,-0.544631769,0.0
138,countdown,player_00138,occasional_player,2.896934959,4.326392269,1.0,2.896934959,30,,0.281234459,0.253111013,5.605094012,1.934835988,-0.744977795,won,5.605094012,0.295004948
138,countdown,player_00304,occasional_player,0.165885824,7.223327228,1.0,0.165885824,30,,0.016104197,0.014493777,8.19959069,49.429122349,-0.044638474,lost,-0.165885824,0.0
138,countdown,player_00302,occasional_player,0.337514867,7.389213052,1.0,0.337514867,30,,0.032765945,0.02948935,8.0365431,23.810930674,-0.090569338,lost,-0.337514867,0.0
138,countdown,player_00033,occasional_player,0.384043173,7.726727919,1.0,0.384043173,30,,0.037282913,0.033554622,7.992341209,20.811048785,-0.102976764,lost,-0.384043173,0.0
138,countdown,player_00348,occasional_player,0.280739514,8.110771092,1.0,0.280739514,30,,0.027254193,0.024528774,8.090479685,28.818457258,-0.075403771,lost,-0.280739514,0.0
139,bootstrap,player_00349,occasional_player,0.077506316,0,1.5,0.116259474,0,,0.020751966,0.018676769,4.035318609,52.064384135,-0.000692034,lost,-0.077506316,0.0
139,bootstrap,player_00285,occasional_player,0.197747844,0.077506316,1.49331504,0.29529983,10,,0.05271013,0.047439117,3.921089158,19.828732785,-0.002353855,lost,-0.197747844,0.0
139,bootstrap,player_00143,occasional_player,0.119244416,0.27525416,1.476259185,0.176035664,20,,0.031421836,0.028279652,3.995667414,33.508214038,-0.002876142,lost,-0.119244416,0.0
139,bootstrap,player_00165,occasional_player,0.061917597,0.394498576,1.465974292,0.090769605,30,,0.016202101,0.014581891,4.050127892,65.411580688,-0.001956198,lost,-0.061917597,0.0
139,bootstrap,player_00306,occasional_player,1.313400179,0.456416173,1.460633867,1.918396783,40,,0.342428045,0.30818524,2.861219439,2.178482602,-0.02684403,lost,-1.313400179,0.0
139,bootstrap,player_00183,occasional_player,0.336578917,1.769816352,1.347352418,0.453490418,50,,0.080946673,0.072852006,3.789199638,11.25798274,-0.036007674,won,3.789199638,0.19943156
139,bootstrap,player_00277,occasional_player,1.935857175,2.106395269,1.318322311,2.552083705,60,,0.45553925,0.409985325,2.269885293,1.172547914,-0.211564481,lost,-1.935857175,0.0
140,bootstrap,player_00303,opportunistic_player,0.181638181,0,1.5,0.272457271,0,,0.017158108,0.015442298,13.312036022,73.288754318,0.026735152,lost,-0.181638181,0.0
140,bootstrap,player_00057,occasional_player,0.036910608,0.181638181,1.484206697,0.054782972,10,,0.00344998,0.003104982,13.449527216,364.381080268,0.00496454,lost,-0.036910608,0.0
140,bootstrap,player_00085,occasional_player,0.347950118,0.319167108,1.472187077,0.512247667,30,,0.032259007,0.029033106,13.154039682,37.804383449,0.044054587,lost,-0.347950118,0.0
140,bootstrap,player_00022,persistent_player,0.218958935,0.667117226,1.441865939,0.31570943,40,,0.019881931,0.017893738,13.276581306,60.63502869,0.022526724,lost,-0.218958935,0.0
140,bootstrap,player_00203,opportunistic_player,3.978206708,0.785457842,1.431553478,5.695015649,50,,0.358645947,0.322781352,9.705295921,2.439615795,0.438572777,lost,-3.978206708,0.0
140,countdown,player_00210,occasional_player,0.376297505,4.76366455,1.0,0.376297505,50,,0.02369749,0.021327741,13.127109664,34.884923471,-0.088300337,lost,-0.376297505,0.0
140,countdown,player_00322,opportunistic_player,7.012817184,5.139962055,1.0,7.012817184,50,,0.44163504,0.397471536,6.822415969,0.97284954,-1.513705817,lost,-7.012817184,0.0
140,countdown,player_00274,opportunistic_player,1.570507499,12.152779239,1.0,1.570507499,50,,0.098903354,0.089013019,11.99261017,7.63613684,-0.363213452,won,11.99261017,0.631190009
140,countdown,player_00165,occasional_player,0.069378553,13.723286738,1.0,0.069378553,50,,0.004369143,0.003932229,13.418682669,193.412547371,-0.016340413,lost,-0.069378553,0.0
140,bootstrap,player_00188,occasional_player,0.100618319,0.218548789,1.480955178,0.149011221,20,50,0.0,0.0,0.0,0.0,0.0,pending_withdrawn,0.0,0.0
141,bootstrap,player_00244,occasional_player,0.249963603,0,1.5,0.374945405,0,,0.031437644,0.02829388,10.25615853,41.030607686,0.047295351,lost,-0.249963603,0.0
141,bootstrap,player_00006,persistent_player,0.431524838,0.249963603,1.477272239,0.637479663,10,,0.053450071,0.048105064,10.083675357,23.367543347,0.074309542,lost,-0.431524838,0.0
141,bootstrap,player_00094,occasional_player,0.35054242,0.681488441,1.438036152,0.504092673,20,,0.042266116,0.038039504,10.160608654,28.985389712,0.049296557,lost,-0.35054242,0.0
141,bootstrap,player_00086,occasional_player,0.221903058,1.032030861,1.406163334,0.312031944,30,,0.026162607,0.023546346,10.282816048,46.339226421,0.025444692,lost,-0.221903058,0.0
141,bootstrap,player_00033,occasional_player,0.245449207,1.253933919,1.385986958,0.3401894,40,,0.028523495,0.025671145,10.260447207,41.802731131,0.024249184,lost,-0.245449207,0.0
141,bootstrap,player_00092,occasional_player,0.502243455,1.499383126,1.363669665,0.684894164,50,,0.057425584,0.051683026,10.016492671,19.94350065,0.041396653,lost,-0.502243455,0.0
141,bootstrap,player_00350,occasional_player,0.859757711,2.001626581,1.316001915,1.131442794,60,,0.094866866,0.08538018,9.676854128,11.255326942,0.039860102,lost,-0.859757711,0.0
141,bootstrap,player_00020,persistent_player,0.565529816,2.861384292,1.232586806,0.69706459,70,,0.058446025,0.052601422,9.956370628,17.605385864,-0.012062889,lost,-0.565529816,0.0
141,countdown,player_00224,occasional_player,3.323948661,3.426914108,1.0,3.323948661,70,,0.278699546,0.250829592,7.335872725,2.20697534,-0.650150014,lost,-3.323948661,0.0
141,countdown,player_00351,occasional_player,0.236255282,6.750862769,1.0,0.236255282,70,,0.019809042,0.017828138,10.269181435,43.466462838,-0.048962905,lost,-0.236255282,0.0
141,countdown,player_00032,occasional_player,0.466483488,6.987118051,1.0,0.466483488,70,,0.039112739,0.035201465,10.05046464,21.545166974,-0.096271505,lost,-0.466483488,0.0
141,countdown,player_00011,persistent_player,0.975244783,7.453601539,1.0,0.975244783,70,,0.0817703,0.07359327,9.567141409,9.809989837,-0.199396111,lost,-0.975244783,0.0
141,countdown,player_00352,occasional_player,2.242565368,8.428846322,1.0,2.242565368,70,,0.188029965,0.169226969,8.363186854,3.729294572,-0.447786069,won,8.363186854,0.440167729
142,bootstrap,player_00353,opportunistic_player,1.261601026,0,1.5,1.892401539,0,,0.3286239,0.29576151,3.190559624,2.52897672,0.055176732,lost,-1.261601026,0.0
142,bootstrap,player_00354,occasional_player,0.536728272,1.261601026,1.381798235,0.741650179,10,,0.128790835,0.115911752,3.879188741,7.227472341,-0.024871596,lost,-0.536728272,0.0
142,bootstrap,player_00296,opportunistic_player,0.302325819,1.798329298,1.331511157,0.402550201,20,,0.069904624,0.062914161,4.101871071,13.567716725,-0.025239466,won,4.101871071,0.215887951
142,bootstrap,player_00223,occasional_player,1.517248581,2.100655117,1.303185684,1.97725663,30,,0.343359362,0.309023426,2.947694447,1.942789391,-0.137476589,lost,-1.517248581,0.0
142,bootstrap,player_00004,persistent_player,0.27803306,3.617903698,1.161031821,0.32280523,40,,0.056056556,0.050450901,4.124949192,14.836182402,-0.055898639,lost,-0.27803306,0.0
142,countdown,player_00033,occasional_player,0.132366503,3.895936758,1.0,0.132366503,40,,0.022986029,0.020687426,4.263332421,32.208544643,-0.041430807,lost,-0.132366503,0.0
142,countdown,player_00355,occasional_player,0.289533039,4.028303261,1.0,0.289533039,40,,0.050278693,0.045250824,4.114024212,14.209170139,-0.090268445,lost,-0.289533039,0.0
143,bootstrap,player_00046,occasional_player,1.262329286,0,1.5,1.893493929,0,,0.27863442,0.250770978,4.33323629,3.432730539,0.140876166,lost,-1.262329286,0.0
143,bootstrap,player_00162,occasional_player,0.351047887,1.262329286,1.381398055,0.484936868,10,,0.071360199,0.064224179,5.198953619,14.809813166,0.005396402,lost,-0.351047887,0.0
143,bootstrap,player_00004,persistent_player,0.377985817,1.613377173,1.348415408,0.5096819,20,,0.075001519,0.067501367,5.173362585,13.686657945,-0.003262211,lost,-0.377985817,0.0
143,bootstrap,player_00326,opportunistic_player,0.371386698,1.99136299,1.312901811,0.487594268,30,,0.071751245,0.06457612,5.179631749,13.946734701,-0.012923464,lost,-0.371386698,0.0
143,bootstrap,player_00069,opportunistic_player,1.192599657,2.362749688,1.278008234,1.524152181,40,,0.224284458,0.201856012,4.399479437,3.688982645,-0.063804873,lost,-1.192599657,0.0
143,countdown,player_00356,occasional_player,1.681248216,3.555349345,1.0,1.681248216,40,,0.247401702,0.222661532,3.935263306,2.340679543,-0.430667155,won,3.935263306,0.207119121
143,countdown,player_00266,occasional_player,0.214513685,5.236597561,1.0,0.214513685,40,,0.031566458,0.028409812,5.328661111,24.840658119,-0.057033131,lost,-0.214513685,0.0
144,bootstrap,player_00357,player_whale,1.209425636,0,1.5,1.814138454,0,,0.273716761,0.246345085,4.054599197,3.352499795,0.08734101,lost,-1.209425636,0.0
144,bootstrap,player_00021,persistent_player,1.44633693,1.209425636,1.384914493,2.003052975,10,,0.302220138,0.271998124,3.829533467,2.647746447,-0.01131008,lost,-1.44633693,0.0
144,bootstrap,player_00084,occasional_player,0.118308555,2.655762566,1.247285179,0.147564507,20,,0.022264496,0.020038047,5.091160423,43.03290175,-0.013920972,lost,-0.118308555,0.0
144,bootstrap,player_00123,occasional_player,1.042231334,2.774071121,1.236027273,1.288226354,30,,0.194367274,0.174930546,4.213433783,4.04270496,-0.122854963,won,4.213433783,0.221759673
144,bootstrap,player_00045,occasional_player,0.526308479,3.816302455,1.136851501,0.598334584,40,,0.090276574,0.081248917,4.703560496,8.936889074,-0.10138729,lost,-0.526308479,0.0
144,countdown,player_00358,occasional_player,0.776477655,4.342610934,1.0,0.776477655,40,,0.117154757,0.105439281,4.465899778,5.751485248,-0.223725148,lost,-0.776477655,0.0
145,bootstrap,player_00270,occasional_player,0.177393676,0,1.5,0.266090514,0,,0.039825426,0.035842883,4.459123551,25.136880025,-0.011207532,lost,-0.177393676,0.0
145,bootstrap,player_00359,occasional_player,0.123306201,0.177393676,1.483161837,0.182883052,10,,0.027371872,0.024634684,4.510506652,36.579722799,-0.009153684,lost,-0.123306201,0.0
145,bootstrap,player_00048,occasional_player,0.060169322,0.300699877,1.471457643,0.088536609,20,,0.013251161,0.011926045,4.570486687,75.960415294,-0.004943912,lost,-0.060169322,0.0
145,bootstrap,player_00284,occasional_player,4.191661586,0.360869199,1.465746386,6.143912822,30,,0.919551542,0.827596388,0.645569036,0.15401268,-0.188386995,won,0.645569036,0.033977318
146,bootstrap,player_00274,opportunistic_player,1.331902381,0,1.5,1.997853571,0,,0.359302759,0.323372483,2.926708521,2.19738966,0.045215201,won,2.926708521,0.154037291
146,bootstrap,player_00360,occasional_player,1.21068037,1.331902381,1.37353548,1.662912443,10,,0.299065476,0.269158928,3.041869431,2.512528911,-0.066068623,lost,-1.21068037,0.0
146,bootstrap,player_00333,occasional_player,0.19204888,2.542582751,1.258581025,0.241709076,20,,0.043470022,0.039123019,4.009569347,20.877858525,-0.027668888,lost,-0.19204888,0.0
146,bootstrap,player_00075,occasional_player,0.3156171,2.734631631,1.240345928,0.391474385,30,,0.070404472,0.063364025,3.892179538,12.331966606,-0.048994168,lost,-0.3156171,0.0
146,bootstrap,player_00129,occasional_player,0.915929631,3.050248731,1.210377992,1.108621068,40,,0.199379281,0.179441353,3.321882633,3.626788042,-0.155490865,lost,-0.915929631,0.0
146,countdown,player_00361,occasional_player,0.09364093,3.966178362,1.0,0.09364093,40,,0.016840796,0.015156716,4.103056899,43.816917442,-0.030032771,lost,-0.09364093,0.0
146,countdown,player_00304,occasional_player,0.064150981,4.059819292,1.0,0.064150981,40,,0.011537194,0.010383475,4.131072351,64.39609007,-0.020589986,lost,-0.064150981,0.0
147,bootstrap,player_00289,occasional_player,0.41247505,0,1.5,0.618712575,0,,0.071579033,0.064421129,6.359483438,15.417862095,0.023782164,lost,-0.41247505,0.0
147,bootstrap,player_00232,occasional_player,0.540174554,0.41247505,1.459977695,0.7886428,10,,0.091238308,0.082114478,6.23816891,11.548431638,0.016425578,lost,-0.540174554,0.0
147,bootstrap,player_00246,occasional_player,0.156995834,0.952649604,1.407564752,0.220981802,20,,0.025565447,0.023008902,6.602188694,42.05327317,-0.001474417,lost,-0.156995834,0.0
147,bootstrap,player_00250,occasional_player,3.515198122,1.109645438,1.392331503,4.894321085,30,,0.566225389,0.50960285,3.41189652,0.970612865,0.014869053,lost,-3.515198122,0.0
147,countdown,player_00362,occasional_player,0.21152573,4.62484356,1.0,0.21152573,30,,0.024471471,0.022024324,6.550385292,30.967321529,-0.062599209,lost,-0.21152573,0.0
147,countdown,player_00363,occasional_player,1.639370663,4.83636929,1.0,1.639370663,30,,0.189659255,0.17069333,5.193932606,3.168247867,-0.472971375,won,5.193932606,0.273364874
147,countdown,player_00263,opportunistic_player,0.270213669,6.475739953,1.0,0.270213669,30,,0.031261096,0.028134986,6.49463175,24.035171035,-0.079884837,lost,-0.270213669,0.0
148,bootstrap,player_00364,opportunistic_player,0.674669839,0,1.5,1.012004759,0,,0.075804386,0.068223947,10.304742337,15.273755757,0.074388998,lost,-0.674669839,0.0
148,bootstrap,player_00276,player_whale,4.263195578,0.674669839,1.435070921,6.117988003,10,,0.458268915,0.412442024,6.895642885,1.617482182,0.33917834,lost,-4.263195578,0.0
148,countdown,player_00365,opportunistic_player,0.787249736,4.937865417,1.0,0.787249736,10,,0.058969073,0.053072166,10.197791435,12.953693052,-0.204249809,lost,-0.787249736,0.0
148,countdown,player_00337,occasional_player,1.275702493,5.725115153,1.0,1.275702493,10,,0.095556709,0.086001038,9.733761316,7.630118597,-0.328877179,lost,-1.275702493,0.0
148,countdown,player_00310,occasional_player,0.456748928,7.000817646,1.0,0.456748928,10,,0.034212855,0.030791569,10.511767203,23.014322658,-0.119011102,lost,-0.456748928,0.0
148,countdown,player_00366,opportunistic_player,1.098666161,7.457566574,1.0,1.098666161,10,,0.082295773,0.074066195,9.901945831,9.012697563,-0.283892684,lost,-1.098666161,0.0
148,countdown,player_00224,occasional_player,2.601853734,8.556232735,1.0,2.601853734,10,,0.194892289,0.17540306,8.473917637,3.25687702,-0.659129539,won,8.473917637,0.445995665
149,bootstrap,player_00054,occasional_player,1.160517205,0,1.5,1.740775808,0,,0.216917815,0.195226033,5.477977336,4.720289636,0.135489752,lost,-1.160517205,0.0
149,bootstrap,player_00107,occasional_player,1.276546509,1.160517205,1.380685256,1.762508944,10,,0.219625978,0.19766338,5.367749497,4.20489928,0.036787497,won,5.367749497,0.282513131
149,bootstrap,player_00162,occasional_player,0.335533947,2.437063714,1.249441343,0.419229985,20,,0.052240186,0.047016168,6.261711431,18.66193119,-0.025356753,lost,-0.335533947,0.0
149,bootstrap,player_00367,occasional_player,0.716754048,2.772597661,1.210940047,0.867946181,30,,0.108154645,0.09733918,5.899552335,8.230929914,-0.072728209,lost,-0.716754048,0.0
149,bootstrap,player_00130,occasional_player,0.975239606,3.489351709,1.136214134,1.108081024,40,,0.138077812,0.124270031,5.653991055,5.79754044,-0.151424909,lost,-0.975239606,0.0
149,countdown,player_00216,occasional_player,0.181441083,4.464591315,1.0,0.181441083,40,,0.022609346,0.020348412,6.408099652,35.317798734,-0.047354395,lost,-0.181441083,0.0
149,countdown,player_00001,persistent_player,0.56252674,4.646032398,1.0,0.56252674,40,,0.070096374,0.063086736,6.046068277,10.748054888,-0.14561205,lost,-0.56252674,0.0
149,countdown,player_00368,occasional_player,0.477830389,5.208559138,1.0,0.477830389,40,,0.059542374,0.053588136,6.126529811,12.821557506,-0.123915034,lost,-0.477830389,0.0
149,countdown,player_00369,occasional_player,0.90470753,5.686389527,1.0,0.90470753,40,,0.112735471,0.101461924,5.720996527,6.323586725,-0.23245085,lost,-0.90470753,0.0
150,bootstrap,player_00337,occasional_player,0.99314284,0,1.5,1.48971426,0,,0.178496371,0.160646734,5.909740136,5.950543969,0.115782765,lost,-0.99314284,0.0
150,bootstrap,player_00101,occasional_player,1.448454418,0.99314284,1.39664876,2.022982067,10,,0.242392093,0.218152884,5.477194137,3.781405938,0.062395786,lost,-1.448454418,0.0
150,bootstrap,player_00310,occasional_player,0.319138979,2.441597258,1.245915599,0.397620232,20,,0.047642538,0.042878284,6.550043804,20.524110922,-0.024600206,lost,-0.319138979,0.0
150,bootstrap,player_00109,occasional_player,1.49848475,2.760736237,1.212704456,1.817219133,30,,0.217737743,0.195963969,5.429665322,3.623437157,-0.140816967,lost,-1.49848475,0.0
150,countdown,player_00370,occasional_player,0.592546271,4.259220987,1.0,0.592546271,30,,0.07099842,0.063898578,6.290306877,10.615722661,-0.152741741,lost,-0.592546271,0.0
150,countdown,player_00186,occasional_player,0.098141187,4.851767258,1.0,0.098141187,30,,0.011759199,0.010583279,6.759991707,68.880272528,-0.025559655,lost,-0.098141187,0.0
150,countdown,player_00371,occasional_player,1.228646572,4.949908445,1.0,1.228646572,30,,0.147215449,0.132493905,5.686011591,4.627865914,-0.312496514,won,5.686011591,0.299263768
150,countdown,player_00372,occasional_player,0.195178243,6.178555017,1.0,0.195178243,30,,0.023386101,0.021047491,6.667806504,34.162652564,-0.050729634,lost,-0.195178243,0.0
150,countdown,player_00358,occasional_player,0.503859862,6.37373326,1.0,0.503859862,30,,0.060372086,0.054334877,6.374558966,12.651452212,-0.130121821,lost,-0.503859862,0.0
151,bootstrap,player_00110,occasional_player,0.739827139,0,1.5,1.109740708,0,,0.20890128,0.188011152,3.330417727,4.501616056,0.025424289,lost,-0.739827139,0.0
151,bootstrap,player_00144,occasional_player,0.476260138,0.739827139,1.42338188,0.677900051,10,,0.127610159,0.114849144,3.580806378,7.518593501,-0.010309523,lost,-0.476260138,0.0
151,bootstrap,player_00061,occasional_player,1.169098028,1.216087277,1.374059337,1.606410061,20,,0.302395971,0.272156374,2.922610383,2.499884794,-0.055513505,won,2.922610383,0.153821599
151,bootstrap,player_00125,opportunistic_player,0.761035283,2.385185305,1.252984983,0.953565781,30,,0.179502393,0.161552154,3.310269991,4.349693194,-0.103307148,lost,-0.761035283,0.0
151,bootstrap,player_00370,occasional_player,0.821564468,3.146220588,1.174170501,0.964656763,40,,0.181590196,0.163431177,3.252767265,3.95923557,-0.155691639,lost,-0.821564468,0.0
152,bootstrap,player_00252,occasional_player,0.719496027,0,1.5,1.079244041,0,,0.058177832,0.052360049,14.797191109,20.566049782,0.092958465,lost,-0.719496027,0.0
152,bootstrap,player_00005,persistent_player,0.279249492,0.719496027,1.425192742,0.397984349,10,,0.021453782,0.019308404,15.215425318,54.486850481,0.019927947,lost,-0.279249492,0.0
152,bootstrap,player_00371,occasional_player,1.603722657,0.998745519,1.396158685,2.239051316,20,,0.120698513,0.108628662,13.957175811,8.702985987,0.086636916,lost,-1.603722657,0.0
152,bootstrap,player_00099,occasional_player,6.442899752,2.602468176,1.229416842,7.921009465,30,,0.426990688,0.38429162,9.359957571,1.452755425,-0.369994119,lost,-6.442899752,0.0
152,countdown,player_00077,occasional_player,1.193326421,9.045367928,1.0,1.193326421,30,,0.064327567,0.057894811,14.347052235,12.022739112,-0.293619142,lost,-1.193326421,0.0
152,countdown,player_00373,occasional_player,0.562059057,10.238694349,1.0,0.562059057,30,,0.030298409,0.027268568,14.946756231,26.592857182,-0.139155873,lost,-0.562059057,0.0
152,countdown,player_00374,opportunistic_player,2.360358865,10.800753406,1.0,2.360358865,30,,0.127237729,0.114513956,13.238371413,5.608626557,-0.574086549,won,13.238371413,0.69675639
152,countdown,player_00144,occasional_player,0.963509616,13.161112271,1.0,0.963509616,30,,0.051939041,0.046745137,14.5653782,15.117003461,-0.237609631,lost,-0.963509616,0.0
152,countdown,player_00031,occasional_player,1.834234864,14.124621887,1.0,1.834234864,30,,0.098876439,0.088988795,13.738189214,7.489874652,-0.448463612,lost,-1.834234864,0.0
153,bootstrap,player_00247,opportunistic_player,0.446267746,0,1.5,0.669401619,0,,0.084916164,0.076424547,6.154914376,13.791976748,0.058224611,lost,-0.446267746,0.0
153,bootstrap,player_00375,occasional_player,1.473124113,0.446267746,1.453110346,2.140611889,10,,0.271544832,0.244390349,5.179400828,3.515929705,0.152688776,lost,-1.473124113,0.0
153,bootstrap,player_00166,occasional_player,0.189818144,1.919391859,1.297561319,0.246300681,20,,0.031244186,0.028119768,6.398541498,33.708798133,-0.004555001,lost,-0.189818144,0.0
153,bootstrap,player_00255,opportunistic_player,0.329157761,2.109210003,1.277541157,0.420512587,30,,0.053343635,0.048009272,6.266168862,19.036977415,-0.012520933,lost,-0.329157761,0.0
153,bootstrap,player_00127,occasional_player,0.563883613,2.438367764,1.242824816,0.700808548,40,,0.088900253,0.080010228,6.043179303,10.717068493,-0.035251003,won,6.043179303,0.318062069
153,bootstrap,player_00183,occasional_player,0.621214413,3.002251377,1.182107998,0.734342526,50,,0.093154167,0.08383875,5.988715043,9.640334991,-0.067046187,lost,-0.621214413,0.0
153,countdown,player_00233,occasional_player,0.286578306,3.62346579,1.0,0.286578306,50,,0.036353558,0.032718202,6.306619344,22.006618129,-0.070860734,lost,-0.286578306,0.0
153,countdown,player_00376,occasional_player,0.177278664,3.910044096,1.0,0.177278664,50,,0.022488479,0.020239631,6.410454004,36.160324427,-0.043945386,lost,-0.177278664,0.0
153,countdown,player_00337,occasional_player,0.499747741,4.08732276,1.0,0.499747741,50,,0.063394918,0.057055427,6.104108381,12.214379136,-0.122961912,lost,-0.499747741,0.0
153,countdown,player_00046,occasional_player,1.657263634,4.587070501,1.0,1.657263634,50,,0.210230251,0.189207226,5.004468283,3.019717672,-0.396815819,lost,-1.657263634,0.0
153,countdown,player_00163,opportunistic_player,0.350242117,6.244334135,1.0,0.350242117,50,,0.044429556,0.039986601,6.246138724,17.833773897,-0.08647527,lost,-0.350242117,0.0
154,bootstrap,player_00022,persistent_player,0.187651959,0,1.5,0.281477939,0,,0.038060219,0.034254197,5.67572444,30.246017521,0.013193293,lost,-0.187651959,0.0
