draw,staker_count,staker_tvl,initial_player_threshold,player_threshold,activation_threshold_pct,funding_minutes,threshold_decay_steps,cycle_minutes,pending_withdrawn_count,pending_withdrawn_tvl,player_position_count,player_tvl,bootstrap_player_tvl,countdown_player_tvl,player_effective_wallet_count,player_largest_share,player_gini,median_player_profit_multiple,target_player_probability,activated,activation_reason,winner_mode,winner_id,gross_prize,protocol_fee,winner_profit,staker_jackpot_paid,staker_pro_rata_paid,staker_erosion_paid,protocol_revenue_cumulative,staker_cumulative_pnl,player_cumulative_pnl
167,518,13118.460112268,131.184601123,41.167117876,0.003138106,110,11,115,0,0,20,59.94748143,43.541663253,16.405818177,12.704604,0.124417,0.419343,27.389125662,0.9,True,activated,player,player_00485,59.94748143,2.809373438,57.574419025,0.0,0.0,4.1963237,570.436454481,1102.956448934,-1673.392903414
168,518,13168.02477777,131.680247778,56.684028873,0.004304672,80,8,85,0,0,18,73.433790079,65.169069369,8.26472071,7.808786,0.288011,0.485926,28.763322085,0.9,True,activated,player,player_00724,73.433790079,2.614203688,54.81023538,0.0,0.0,5.140365306,573.050658169,1097.816083628,-1670.866741797
169,520,13165.305395142,131.653053951,77.739811828,0.0059049,50,5,55,0,0,13,90.766439258,78.840153235,11.926286023,4.26589,0.446363,0.544633,18.422012778,0.9,True,activated,player,player_00335,90.766439258,4.458692131,91.068801234,0.0,0.0,6.353650748,577.5093503,1091.46243288,-1668.97178318
170,520,13245.204084154,132.452040842,70.390445037,0.00531441,60,6,65,0,0,16,88.195111239,77.286572367,10.908538872,6.36289,0.324381,0.544203,27.858551618,0.9,True,activated,player,player_00707,88.195111239,2.979314638,62.780635907,0.0,0.0,6.173657787,580.488664937,1085.288775093,-1665.777440031
171,521,13466.56840508,134.665684051,71.566865798,0.00531441,60,6,65,0,0,11,73.458933284,71.841168412,1.617764872,2.857171,0.504849,0.706544,49.613583295,0.9,True,activated,player,player_00103,73.458933284,1.81866182,39.696699901,0.0,0.0,5.14212533,582.307326757,1080.146649763,-1662.45397652
172,519,13378.445377486,133.784453775,63.988689509,0.004782969,70,7,75,1,34.276410057,10,71.763737333,71.763737333,0,2.859332,0.56461,0.608619,24.25175282,0.9,True,activated,player,player_00242,71.763737333,1.562260422,34.706409624,0.0,0.0,5.023461613,583.869587179,1075.12318815,-1658.992775329
173,525,13486.786528174,134.867865282,47.025516886,0.003486784,100,10,105,0,0,19,53.434778356,49.6784495,3.756328856,12.344881,0.160192,0.350861,22.325273958,0.9,True,activated,staker,staker_01187,53.434778356,2.671738918,16.030433507,16.030433507,34.732605931,0.0,586.541326096,1125.886227588,-1712.427553685
174,525,13593.342038309,135.933420383,52.663392196,0.003874205,90,9,95,2,4.510631429,18,69.897618356,56.433725784,13.463892572,5.210755,0.399406,0.572081,32.277826657,0.9,True,activated,staker,staker_00002,69.897618356,3.494880918,20.969285507,20.969285507,45.433451931,0.0,590.036207014,1192.288965027,-1782.325172041
175,530,13659.138794242,136.591387942,58.798113678,0.004304672,80,8,85,0,0,13,71.362091079,69.00565083,2.356440249,6.013403,0.233485,0.548442,29.939530482,0.9,True,activated,staker,staker_01285,71.362091079,3.568104554,21.408627324,21.408627324,46.385359201,0.0,593.604311568,1260.082951552,-1853.68726312
176,530,13742.494293607,137.424942936,47.917114734,0.003486784,100,10,105,0,0,17,53.945014264,53.945014264,0,9.767021,0.172994,0.439117,26.371950703,0.9,True,activated,player,player_00365,53.945014264,2.62139584,53.582671963,0.0,0.0,3.776150998,596.225707408,1256.306800553,-1852.532507961
177,527,13686.013134136,136.860131341,72.73308506,0.00531441,60,6,65,0,0,13,80.079912221,76.38555276,3.694359461,6.732116,0.270182,0.495378,23.294509396,0.9,True,activated,player,player_00764,80.079912221,3.916298262,80.01526083,0.0,0.0,5.605593855,600.14200567,1250.701206698,-1850.843212368
178,524,13628.670658413,136.286706584,52.800262509,0.003874205,90,9,95,1,3.457004757,16,57.831377879,57.5548653,0.276512579,7.948597,0.267548,0.480242,25.210901923,0.9,True,activated,player,player_00769,57.831377879,2.748310177,56.266089817,0.0,0.0,4.048196452,602.890315847,1246.653010246,-1849.543326093
179,523,13615.631626564,136.156316266,80.398943192,0.0059049,50,5,55,0,0,14,119.227222001,95.808090088,23.419131913,5.059235,0.365709,0.611204,36.941078046,0.9,True,activated,player,player_00530,119.227222001,5.128532137,105.788016138,0.0,0.0,8.34590554,608.018847984,1238.307104706,-1846.32595269
180,521,13561.089070281,135.610890703,58.376041766,0.004304672,80,8,85,2,5.335514464,14,80.215124729,61.179921818,19.035202911,4.239897,0.40121,0.643731,33.596474274,0.9,True,activated,player,player_00712,80.215124729,2.401599617,51.245451454,0.0,0.0,5.615058731,610.420447601,1232.692045975,-1843.112493576
181,524,13853.459902096,138.534599021,66.260669254,0.004782969,70,7,75,0,0,16,88.398026304,71.216803532,17.181222772,7.723947,0.213503,0.533349,28.015549224,0.9,True,activated,player,player_00467,88.398026304,3.476240502,72.236431372,0.0,0.0,6.187861841,613.896688103,1226.504184134,-1840.400872236
182,520,13894.014370856,138.940143709,43.600889318,0.003138106,110,11,115,1,1.404734932,19,120.959110915,104.824049331,16.135061584,3.79652,0.487785,0.652766,47.488037071,0.9,True,activated,staker,staker_01105,120.959110915,6.047955546,36.287733274,36.287733274,78.623422095,0.0,619.944643648,1341.415339503,-1961.359983151
183,518,13312.951430691,133.129514307,57.307890592,0.004304672,80,8,85,1,4.285501999,19,87.287694727,65.346580715,21.941114012,11.570603,0.175364,0.41426,24.83150241,0.9,True,activated,player,player_00787,87.287694727,4.163046565,85.208023372,0.0,0.0,6.110138631,624.107690214,1335.305200872,-1959.412891086
184,518,13330.91448087,133.309144809,57.385215633,0.004304672,80,8,85,1,2.26346932,19,69.912840737,59.002142799,10.910697938,10.835567,0.191418,0.441581,25.853900668,0.9,True,activated,player,player_00791,69.912840737,3.250822647,66.659529153,0.0,0.0,4.893898852,627.358512861,1330.411302021,-1957.769814882
185,512,13263.776657103,132.637766571,57.096209316,0.004304672,80,8,85,1,1.099972821,12,69.116294863,65.782598945,3.333695918,3.811416,0.411034,0.65291,33.589408201,0.9,True,activated,player,player_00571,69.116294863,2.035357025,43.509924121,0.0,0.0,4.83814064,629.393869886,1325.57316138,-1954.967031267
186,510,13249.42701514,132.494270151,51.330994932,0.003874205,90,9,95,3,18.10999041,13,67.116704343,53.416367748,13.700336595,6.921153,0.257818,0.491051,21.009200561,0.9,True,activated,player,player_00313,67.116704343,2.984024438,61.394633634,0.0,0.0,4.698169304,632.377894325,1320.874992076,-1953.252886401
187,512,13230.356494182,132.303564942,78.123932062,0.0059049,50,5,55,0,0,19,131.195822416,88.639141483,42.556680933,7.788505,0.282494,0.521036,31.726799851,0.9,True,activated,player,player_00803,131.195822416,6.183590787,126.671932519,0.0,0.0,9.183707569,638.561485112,1311.691284507,-1950.252769619
188,517,13307.958623293,133.079586233,46.401982537,0.003486784,100,10,105,0,0,17,51.318043202,50.649645231,0.668397971,9.371756,0.186337,0.47475,28.709736365,0.9,True,activated,staker,staker_00008,51.318043202,2.56590216,15.395412961,15.395412961,33.356728081,0.0,641.127387272,1360.443425549,-2001.570812821
189,521,13345.455873782,133.454558738,57.447811562,0.004304672,80,8,85,1,16.472909469,11,61.006071988,61.006071988,0,4.340309,0.411029,0.562885,23.605095402,0.9,True,activated,player,player_00657,61.006071988,2.856683459,58.547410765,0.0,0.0,4.270425039,643.984070731,1356.17300051,-2000.157071241
190,516,13364.205291228,133.642052912,71.022866242,0.00531441,60,6,65,0,0,15,88.325465845,80.115091788,8.210374057,6.466843,0.27,0.531885,31.225788865,0.9,True,activated,player,player_00251,88.325465845,3.223877572,67.436456478,0.0,0.0,6.182782609,647.207948303,1349.990217901,-1997.198166204
191,520,13396.033801065,133.960338011,51.898979659,0.003874205,90,9,95,0,0,17,75.853007109,63.500756913,12.352250196,6.210512,0.302212,0.579195,24.715397535,0.9,True,activated,player,player_00244,75.853007109,2.646464655,55.592538937,0.0,0.0,5.309710498,649.854412958,1344.680507403,-1994.534920361
192,516,13122.868691173,131.228686912,45.756613849,0.003486784,100,10,105,1,0.856299118,17,84.342789282,51.627779948,32.715009334,7.500137,0.25018,0.531736,31.956607336,0.9,True,activated,player,player_00824,84.342789282,4.086421575,83.546005172,0.0,0.0,5.90399525,653.940834533,1338.776512153,-1992.717346686
193,517,13186.678734439,131.866787344,63.0714756,0.004782969,70,7,75,0,0,15,119.222234928,75.715264091,43.506970837,6.713389,0.231137,0.552311,38.928664006,0.9,True,activated,player,player_00719,119.222234928,5.880503286,120.075118875,0.0,0.0,8.345556445,659.821337818,1330.430955708,-1990.252293527
194,525,13147.245653504,131.472456535,86.259078733,0.006561,40,4,45,0,0,12,116.324863754,89.690660687,26.634203067,7.769712,0.20451,0.414173,14.123268062,0.9,True,activated,player,player_00555,116.324863754,5.341011138,109.621952092,0.0,0.0,8.142740463,665.162348957,1322.288215245,-1987.450564202
195,521,13062.550968667,130.625509687,50.606998839,0.003874205,90,9,95,0,0,15,51.281464945,51.281464945,0,9.010606,0.194351,0.422964,18.2781425,0.9,True,activated,player,player_00488,51.281464945,2.139153874,44.233626151,0.0,0.0,3.589702546,667.301502831,1318.698512699,-1986.00001553
196,521,13153.526051232,131.535260512,69.903230382,0.00531441,60,6,65,0,0,20,163.525609294,120.582688979,42.942920315,8.581575,0.211318,0.583969,44.202485061,0.9,True,activated,player,player_00846,163.525609294,6.900370152,140.314501115,0.0,0.0,9.207468236,674.201872982,1309.491044463,-1983.692917446
197,522,13228.027618364,132.280276184,51.248089284,0.003874205,90,9,95,1,1.517472949,18,82.078686451,59.76586956,22.312816891,8.752462,0.171652,0.537547,44.76980477,0.9,True,activated,player,player_00851,82.078686451,3.501155525,72.267463032,0.0,0.0,5.745508052,677.703028508,1303.745536412,-1981.44856492
198,516,12959.479698227,129.594796982,45.186911657,0.003486784,100,10,105,1,0.777757049,21,128.913087343,49.809953365,79.103133978,3.855367,0.474433,0.714441,64.270055293,0.9,True,activated,player,player_00859,128.913087343,3.387625417,73.388799041,0.0,0.0,9.023916114,681.090653925,1294.721620298,-1975.812274223
199,517,12999.833898244,129.998338982,55.960022286,0.004304672,80,8,85,1,2.914666916,15,85.695286609,64.975423281,20.719863328,6.161324,0.343776,0.496662,26.15017928,0.9,True,activated,player,player_00594,85.695286609,4.141579367,84.688678043,0.0,0.0,5.998670063,685.232233292,1288.722950235,-1973.955183527
200,520,13217.596038748,132.175960387,63.219352108,0.004782969,70,7,75,0,0,17,79.845888482,63.263307177,16.582581305,8.375482,0.200407,0.522789,31.469370363,0.9,True,activated,player,player_00571,79.845888482,3.304453491,68.373828516,0.0,0.0,5.589212194,688.536686783,1283.133738042,-1971.670424824
201,523,13331.621885994,133.31621886,51.649434702,0.003874205,90,9,95,1,2.758728936,19,80.796155726,57.470911373,23.325244353,7.671028,0.278592,0.523753,38.160439068,0.9,True,activated,staker,staker_00015,80.796155726,4.039807786,24.238846718,24.238846718,52.517501222,0.0,692.576494569,1359.890085981,-2052.46658055
202,522,13320.399854613,133.203998546,46.445362428,0.003486784,100,10,105,3,11.191171063,12,50.598151037,50.598151037,0,8.111684,0.212729,0.372529,15.177957444,0.9,True,activated,player,player_00033,50.598151037,2.352664975,48.242505091,0.0,0.0,3.541870573,694.929159544,1356.348215409,-2051.277374952
203,516,12904.968941662,129.049689417,40.497159961,0.003138106,110,11,115,3,5.078015599,19,73.766401358,45.487098598,28.27930276,9.078746,0.246732,0.476848,24.639208493,0.9,True,activated,player,player_00883,73.766401358,3.441620029,70.55442865,0.0,0.0,5.163648095,698.370779573,1351.184567314,-2049.555346887
204,513,12879.918443484,128.799184435,76.054630417,0.0059049,50,5,55,0,0,12,101.519402301,87.738230067,13.781172234,5.145958,0.339802,0.545407,23.2510679,0.9,True,activated,player,player_00079,101.519402301,4.841171842,99.088623161,0.0,0.0,7.106358161,703.211951415,1344.078209152,-2047.290160568
205,515,13020.199802627,130.201998026,62.27521203,0.004782969,70,7,75,0,0,11,78.960380081,69.694591989,9.265788092,6.045596,0.291568,0.449056,16.742945335,0.9,True,activated,player,player_00365,78.960380081,3.299234591,68.21268384,0.0,0.0,5.527226606,706.511186006,1338.550982547,-2045.062168553
206,517,13179.667883615,131.796678836,70.042158797,0.00531441,60,6,65,0,0,13,80.634326594,72.600511641,8.033814953,7.307567,0.208991,0.479636,20.306427329,0.9,True,activated,player,player_00108,80.634326594,3.189122718,66.237734498,0.0,0.0,5.644402862,709.700308724,1332.906579685,-2042.606888409
207,517,13170.724281841,131.707242818,51.026084418,0.003874205,90,9,95,1,1.854570514,15,64.587256741,64.587256741,0,6.425903,0.260315,0.569383,37.981550797,0.9,True,activated,player,player_00482,64.587256741,2.509642158,52.20430897,0.0,0.0,4.521107972,712.209950882,1328.385471713,-2040.595422595
208,518,13172.122760723,131.721227607,45.92835217,0.003486784,100,10,105,1,7.36065351,17,77.525751871,50.669746382,26.856005489,7.073106,0.247557,0.557171,28.859230753,0.9,True,activated,player,player_00797,77.525751871,2.916685071,60.843818976,0.0,0.0,5.426802631,715.126635953,1322.958669082,-2038.085305035
209,519,13197.679733813,131.976797338,56.811683735,0.004304672,80,8,85,0,0,15,91.848706173,77.662840056,14.185866117,6.79107,0.278434,0.520138,27.719726865,0.9,True,activated,player,player_00538,91.848706173,4.059057228,83.551496771,0.0,0.0,6.429409432,719.185693181,1316.52925965,-2035.714952831
210,522,13381.132155503,133.811321555,46.657122868,0.003486784,100,10,105,0,0,14,50.105892893,50.105892893,0,5.938263,0.289163,0.526553,23.847418867,0.9,True,activated,player,player_00158,50.105892893,1.780855189,37.343661092,0.0,0.0,3.507412503,720.96654837,1313.021847148,-2033.988395518
211,525,13386.93416353,133.869341635,57.626361998,0.004304672,80,8,85,0,0,16,78.24988964,62.190975062,16.058914578,6.906436,0.254704,0.548089,36.725000978,0.9,True,activated,player,player_00876,78.24988964,3.27868604,67.772527041,0.0,0.0,5.477492275,724.24523441,1307.544354873,-2031.789589283
212,525,13337.020723672,133.370207237,57.411501006,0.004304672,80,8,85,2,6.055640908,13,71.283838358,65.984177297,5.299661061,2.804683,0.577782,0.600668,25.691322847,0.9,True,activated,staker,staker_00746,71.283838358,3.564191918,21.385151507,21.385151507,46.334494933,0.0,727.809426328,1375.264001313,-2103.073427641
213,526,13361.516759068,133.615167591,51.765253566,0.003874205,90,9,95,0,0,18,75.778649687,62.932983027,12.84566666,11.726927,0.165803,0.369275,18.998360344,0.9,True,activated,player,player_00800,75.778649687,3.421745272,70.317665656,0.0,0.0,5.304505478,731.231171601,1369.959495835,-2101.190667436
214,527,13410.010215803,134.100102158,46.757814438,0.003486784,100,10,105,0,0,16,74.354645059,53.646631158,20.708013901,9.18131,0.196325,0.462904,24.651657297,0.9,True,activated,player,player_00795,74.354645059,2.987849478,61.973965231,0.0,0.0,5.204825154,734.219021078,1364.754670681,-2098.973691759
215,527,13470.132242917,134.701322429,57.984502449,0.004304672,80,8,85,1,1.667332931,16,68.893820374,60.056774832,8.837045542,6.415923,0.33278,0.496754,29.361781472,0.9,True,activated,player,player_00338,68.893820374,2.298365148,48.491505236,0.0,0.0,4.822567426,736.517386226,1359.932103255,-2096.449489481
216,525,13432.446325739,134.324463257,57.822276933,0.004304672,90,8,95,1,0.451646561,16,68.287669537,57.880003127,10.40766641,8.589068,0.231486,0.444613,23.806731338,0.9,True,activated,player,player_00499,68.287669537,2.842403676,58.785806714,0.0,0.0,4.780136868,739.359789903,1355.151966387,-2094.51175629
217,529,13556.064022558,135.560640226,47.267072573,0.003486784,110,10,115,3,5.384070553,17,60.945606746,55.082340806,5.86326594,6.659502,0.320202,0.491331,23.276999384,0.9,True,activated,player,player_00251,60.945606746,2.071534018,43.625338821,0.0,0.0,4.266192472,741.431323921,1350.885773915,-2092.317097836
218,535,13977.663957377,139.776639574,54.152334054,0.003874205,90,9,95,0,0,21,71.405407093,62.506754156,8.898652937,12.975582,0.146626,0.411334,32.104046685,0.9,True,activated,player,player_00932,71.405407093,3.474060962,71.005536765,0.0,0.0,4.998378497,744.905384882,1345.887395418,-2090.792780301
219,539,13926.356555247,139.263565552,48.5582028,0.003486784,100,10,105,1,7.684477823,13,54.536371219,54.536371219,0,6.893591,0.264727,0.484889,19.740611977,0.9,True,activated,player,player_00845,54.536371219,2.393373614,49.291644653,0.0,0.0,3.817545985,747.298758496,1342.069849433,-2089.36860793
220,535,13880.494475409,138.804944754,81.962931828,0.0059049,50,5,55,0,0,10,96.892005228,89.819353439,7.072651789,3.68481,0.462799,0.55243,24.261859282,0.9,True,activated,player,player_00302,96.892005228,2.602524146,56.230399138,0.0,0.0,6.782440366,749.901282642,1335.287409067,-2085.188691709
221,533,13821.14508872,138.211450887,48.191353099,0.003486784,100,10,105,2,6.506917872,18,61.640043399,52.926711742,8.713331657,9.248255,0.182561,0.501357,37.578487057,0.9,True,activated,player,player_00799,61.640043399,3.003411903,61.37962919,0.0,0.0,4.314803038,752.904694545,1330.972606029,-2083.877300574
222,536,13981.114410362,139.811144104,43.874218471,0.003138106,110,11,115,0,0,19,59.746236661,52.732311306,7.013925355,6.209257,0.35683,0.522228,30.665444337,0.9,True,activated,staker,staker_00821,59.746236661,2.987311833,17.923870998,17.923870998,38.83505383,0.0,755.892006378,1387.731530857,-2143.623537235
223,535,13990.417072119,139.904170721,48.781568011,0.003486784,100,10,105,1,46.445449687,13,55.945112115,55.945112115,0,3.401646,0.514151,0.606622,26.585867568,0.9,True,activated,player,player_00374,55.945112115,2.772086046,56.58579272,0.0,0.0,3.916157848,758.664092424,1383.815373009,-2142.479465433
224,534,13898.40856727,138.984085673,82.068712749,0.0059049,50,5,55,1,6.092475707,15,131.661921175,92.757558608,38.904362567,4.419922,0.3974,0.662661,45.21876488,0.9,True,activated,player,player_00956,131.661921175,6.424512933,131.282080214,0.0,0.0,9.216334482,765.088605357,1374.599038527,-2139.687643884
225,537,14001.28567028,140.012856703,60.270943789,0.004304672,80,8,85,0,0,19,81.369305055,61.347153026,20.022152029,9.399337,0.185331,0.506934,34.364461316,0.9,True,activated,player,player_00958,81.369305055,3.51124535,72.409513008,0.0,0.0,5.695851354,768.599850708,1368.903187173,-2137.50303788
226,544,14028.33175534,140.283317553,60.387368317,0.004304672,80,8,85,0,0,13,70.947017081,70.947017081,0,7.914253,0.224852,0.429086,14.490272708,0.9,True,activated,player,player_00021,70.947017081,3.100912961,63.883637447,0.0,0.0,4.966291196,771.700763668,1363.936895977,-2135.637659645
227,545,14152.88986624,141.528898662,60.923550142,0.004304672,80,8,85,0,0,19,112.200737813,69.612605571,42.588132242,9.953373,0.191876,0.492937,23.187564805,0.9,True,activated,player,player_00524,112.200737813,4.902094189,100.993841241,0.0,0.0,7.854051647,776.602857857,1356.08284433,-2132.685702188
228,547,14174.220483683,141.742204837,103.330067326,0.00729,30,3,35,1,11.33173814,15,152.711609353,103.708772315,49.002837038,4.147883,0.435959,0.608928,43.368830683,0.9,True,activated,staker,staker_00778,152.711609353,7.635580468,45.813482806,45.813482806,99.262546079,0.0,784.238438325,1501.158873216,-2285.397311541
229,546,14295.920594332,142.959205943,68.376945029,0.004782969,70,7,75,0,0,13,79.159025504,76.23035581,2.928669694,3.164319,0.536932,0.636175,31.675545838,0.9,True,activated,staker,staker_00755,79.159025504,3.957951275,23.747707651,23.747707651,51.453366578,0.0,788.1963896,1576.359947445,-2364.556337045
230,545,14395.81672473,143.958167247,55.77234355,0.003874205,90,9,95,0,0,16,64.913439759,59.82264383,5.090795929,10.285688,0.19227,0.391811,18.075268486,0.9,True,activated,player,player_00244,64.913439759,2.621625357,54.354822569,0.0,0.0,4.543940783,790.818014957,1571.816006661,-2362.634021619
231,542,14366.378250377,143.663782504,61.842547632,0.004304672,80,8,85,2,6.523348112,10,73.086147768,73.086147768,0,2.918404,0.533689,0.674873,39.294686929,0.9,True,activated,player,player_00578,73.086147768,1.704042928,37.492845983,0.0,0.0,5.116030344,792.522057886,1566.699976318,-2359.222034203
232,545,14552.137854939,145.521378549,62.64218182,0.004304672,80,8,85,0,0,21,172.86256599,89.765562864,83.097003126,7.83996,0.196175,0.618593,70.486016269,0.9,True,activated,player,player_00986,172.86256599,7.14281294,145.899942358,0.0,0.0,10.186496498,799.664870826,1556.513479819,-2356.178350645
233,541,14834.259219664,148.342592197,46.551477283,0.003138106,110,11,115,1,1.803084265,16,50.466325431,48.326029271,2.14029616,7.592768,0.283393,0.459746,25.128099649,0.9,True,activated,player,player_00044,50.466325431,2.164988864,44.667431205,0.0,0.0,3.53264278,801.82985969,1552.980837039,-2354.810696729
234,540,14558.94573613,145.589457361,95.521242975,0.006561,40,4,45,0,0,9,126.040665025,124.232396273,1.808268752,2.32834,0.591463,0.711616,36.647600454,0.9,True,activated,player,player_00859,126.040665025,2.574611154,57.740458473,0.0,0.0,8.822846552,804.404470844,1544.157990487,-2348.562461331
235,542,14580.045425568,145.800454256,69.735905289,0.004782969,70,7,75,0,0,18,117.273673381,100.137131636,17.136541745,9.605065,0.212925,0.468336,34.793517314,0.9,True,activated,staker,staker_00810,117.273673381,5.863683669,35.182102014,35.182102014,76.227887698,0.0,810.268154513,1655.567980199,-2465.836134712
236,547,14628.16319134,146.281631913,62.969445964,0.004304672,80,8,85,0,0,16,73.225704215,71.451790248,1.773913967,5.737318,0.311913,0.613998,38.882354893,0.9,True,activated,player,player_01005,73.225704215,2.519281571,52.992149147,0.0,0.0,5.125799295,812.787436084,1650.442180904,-2463.229616988
237,549,14643.843465719,146.438434657,63.036944404,0.004304672,80,8,85,0,0,16,94.815354513,75.041858883,19.77349563,8.4009,0.225593,0.492431,21.665261163,0.9,True,activated,player,player_00044,94.815354513,4.155932109,85.599784886,0.0,0.0,6.637074816,816.943368193,1643.805106088,-2460.748474281
238,550,14644.082654862,146.440826549,56.734176631,0.003874205,90,9,95,1,6.713937172,17,66.275879291,58.727319204,7.548560087,8.837789,0.208336,0.500213,47.911291774,0.9,True,activated,player,player_00835,66.275879291,2.957157033,60.825295182,0.0,0.0,4.63931155,819.900525226,1639.165794538,-2459.066319764
239,550,14650.925147785,146.509251478,45.976155539,0.003138106,110,11,115,1,0.240400051,20,73.463038736,50.530625532,22.932413204,7.551304,0.266485,0.575085,37.308741426,0.9,True,activated,player,player_01021,73.463038736,2.694311991,56.334340534,0.0,0.0,5.142412712,822.594837217,1634.023381826,-2456.618219043
240,550,14694.787913036,146.94787913,63.256243545,0.004304672,80,8,85,0,0,19,90.55269627,76.422449034,14.130247236,4.294781,0.433714,0.691305,76.320648642,0.9,True,activated,player,player_01023,90.55269627,4.023657891,82.788188675,0.0,0.0,6.338688739,826.618495108,1627.684693087,-2454.303188196
241,547,14604.192226254,146.041922263,50.921669644,0.003486784,100,10,105,1,3.16430113,21,83.262772813,58.788602857,24.474169956,12.11187,0.147728,0.451458,24.547574217,0.9,True,activated,player,player_00219,83.262772813,3.934227893,80.578724064,0.0,0.0,5.828394097,830.552723001,1621.856298991,-2452.409021992
242,544,14232.015790345,142.320157903,68.071290333,0.004782969,70,7,75,0,0,13,99.215062961,71.958718701,27.25634426,4.895954,0.330057,0.572294,32.936207897,0.9,True,activated,player,player_00830,99.215062961,4.650647802,95.307362646,0.0,0.0,6.945054407,835.203370803,1614.911244583,-2450.114615387
243,542,14134.204380432,141.342043804,60.843115252,0.004304672,80,8,85,0,0,18,84.508520118,65.445927022,19.062593096,6.972146,0.27603,0.591507,44.233105987,0.9,True,activated,player,player_01017,84.508520118,3.523458299,72.861304099,0.0,0.0,5.915596408,838.726829103,1608.995648175,-2447.722477278
244,543,14154.206763479,141.542067635,60.929218952,0.004304672,80,8,85,1,8.191428608,16,156.605632651,92.549782299,64.055850352,5.473119,0.346639,0.617848,33.237118355,0.9,True,activated,player,player_00260,156.605632651,5.116000489,107.111954024,0.0,0.0,9.907944734,843.842829592,1599.087703441,-2442.930533032
245,546,14191.03571546,141.910357155,67.875283905,0.004782969,70,7,75,1,4.518896011,21,157.532880013,83.034403389,74.498476624,10.214586,0.175102,0.531877,38.990734866,0.9,True,activated,player,player_00138,157.532880013,6.961706888,142.206155879,0.0,0.0,9.933725001,850.80453648,1589.15397844,-2439.95851492
246,550,14403.700347529,144.037003475,55.80288632,0.003874205,90,9,95,1,1.292378212,18,107.501470447,85.618956486,21.882513961,6.814389,0.307243,0.531557,29.463894708,0.9,True,activated,player,player_00751,107.501470447,5.151927314,105.411721898,0.0,0.0,7.525102931,855.956463794,1581.628875508,-2437.585339303
247,554,14443.844296268,144.438442963,45.326313884,0.003138106,110,11,115,0,0,21,54.516730688,48.17636691,6.340363778,14.684475,0.142118,0.34993,22.735370347,0.9,True,activated,player,player_01058,54.516730688,2.555098409,52.363040911,0.0,0.0,3.816171148,858.511562203,1577.81270436,-2436.324266563
248,557,14426.786528748,144.267865287,76.669858596,0.00531441,60,6,65,0,0,21,132.537232817,87.198133949,45.339098868,7.025788,0.254191,0.558102,40.673787753,0.9,True,activated,player,player_00876,132.537232817,4.942373531,103.182703385,0.0,0.0,9.277606297,863.453935734,1568.535098063,-2431.989033797
249,554,14230.784302695,142.307843027,61.258860149,0.004304672,80,8,85,0,0,14,107.232011314,76.512183283,30.719828031,6.833476,0.219919,0.524977,29.517223417,0.9,True,activated,player,player_01070,107.232011314,5.004725294,102.596021368,0.0,0.0,7.506240792,868.458661027,1561.028857271,-2429.487518298
250,555,14218.472530442,142.184725304,44.619073403,0.003138106,110,11,115,1,1.819518346,17,66.378966729,57.664454604,8.714512125,3.659415,0.479731,0.69869,63.704356335,0.9,True,activated,player,player_00499,66.378966729,1.726745158,37.454685676,0.0,0.0,4.646527671,870.185406185,1556.3823296,-2426.567735785
251,557,14239.263310421,142.392633104,75.67328333,0.00531441,60,6,65,0,0,10,83.773613664,80.062523321,3.711090343,6.498077,0.250408,0.402803,9.323330221,0.9,True,activated,player,player_00224,83.773613664,3.625450726,74.747716753,0.0,0.0,5.864152956,873.810856911,1550.518176644,-2424.329033555
252,549,14206.865025684,142.068650257,44.582647823,0.003138106,110,11,115,2,6.918390922,17,57.393511291,51.329630691,6.0638806,10.587787,0.169477,0.411631,30.577742604,0.9,True,activated,player,player_00305,57.393511291,2.574346643,52.930132004,0.0,0.0,4.01754579,876.385203554,1546.500630853,-2422.885834407
253,556,14463.563628039,144.63563628,62.260898816,0.004304672,80,8,85,2,11.720604608,17,79.749116041,67.757689347,11.991426694,7.437178,0.26263,0.560665,34.704159766,0.9,True,activated,player,player_00713,79.749116041,2.940230324,61.446814282,0.0,0.0,5.582438123,879.325433878,1540.91819273,-2420.243626609
254,553,14527.026913975,145.27026914,50.652610837,0.003486784,100,10,105,0,0,26,110.708297386,80.614373473,30.093923913,8.273209,0.263742,0.605544,62.749682342,0.9,True,activated,player,player_00362,110.708297386,5.387853158,110.11879082,0.0,0.0,7.749580817,884.713287036,1533.168611913,-2417.88189895
255,554,14644.407042985,146.44407043,63.039370419,0.004304672,80,8,85,0,0,16,69.10078245,64.00363568,5.09714677,6.223069,0.32397,0.555577,33.257748612,0.9,True,activated,player,player_00340,69.10078245,3.137460013,64.448795015,0.0,0.0,4.837054772,887.850747049,1528.331557142,-2416.182304191
256,553,14749.009544599,147.490095446,51.42661641,0.003486784,100,10,105,0,0,15,58.799916713,58.799916713,0,8.171623,0.214926,0.484766,18.285187826,0.9,True,activated,player,player_01097,58.799916713,2.432064726,50.325223955,0.0,0.0,4.11599417,890.282811775,1524.215562972,-2414.498374747
257,549,14881.517177134,148.815171771,46.699777761,0.003138106,110,11,115,0,0,23,100.569501157,74.483705501,26.085795656,9.188146,0.269639,0.489185,30.505710176,0.9,True,activated,player,player_00234,100.569501157,4.864686629,99.468911033,0.0,0.0,7.039865081,895.147498404,1517.175697891,-2412.323196295
