scenario,seed,capital_scale,activated_draws,activation_rate,player_wins,staker_wins,player_win_rate,avg_stakers,avg_staker_tvl,avg_player_positions,avg_player_tvl,median_funding_minutes,p90_funding_minutes,max_funding_minutes,avg_activation_threshold_pct,avg_pending_withdrawn_positions,draws_reaching_floor,minutes_at_floor,funding_clock_resets,funding_staker_withdrawals,queued_staker_withdrawals,avg_queued_staker_withdrawal_minutes,draws_over_24h_funding,max_abs_conservation_error,draws_per_day,avg_effective_player_wallets,median_largest_player_share,median_player_gini,median_player_winner_profit,median_staker_jackpot,median_staker_prorata,protocol_revenue,protocol_revenue_per_day,protocol_take_per_player_sol,staker_pnl,staker_return_per_draw,player_pnl,player_ev_per_stake,player_pnl_per_stake,profitable_stakers,profitable_staker_rate,stakers,profitable_players,profitable_player_rate,players,stage,case_id,changes,draws,safe_pro_rata_share
medium,20280817,1.0,300,1.0,267,33,0.89,94.46666666666667,555.5989098212,7.306666666666667,7.660658341496666,40.0,60.0,80.0,0.006730761546666667,0.08,0,0.0,4,107,15,5.0,0,0.0,32.677760968229954,4.054330903333334,0.3826305,0.446718,5.053204165,2.028889867,4.226853889,137.7229512023161,15.001592264094946,0.05992650808103136,125.6143280427936,0.0007536271569432355,-263.33727924510964,-0.10729610996358128,-0.11458426830787725,361,0.7352342158859471,491,144,0.2011173184357542,716,pairwise,pair__max_early_boost-0__protocol_fee_rate-0p075,"{""max_early_boost"":0.0,""protocol_fee_rate"":0.075}",300,0.625
large,20280829,5.0,300,1.0,261,39,0.87,340.6666666666667,7861.226892820653,12.543333333333333,65.74347633520334,60.0,80.0,110.0,0.005350709446666667,0.34,0,0.0,5,601,109,5.0,0,1e-12,21.75226586102719,5.97431378,0.29802649999999997,0.504722,52.163299781,18.506117258,38.554410955,1301.3180626930853,94.35538823152281,0.06597957877260756,999.6285766835803,0.00042386453171260134,-2300.9466393766666,-0.09925070815318292,-0.11666286236751065,1354,0.6650294695481336,2036,152,0.14545454545454545,1045,pairwise,pair__max_early_boost-0__protocol_fee_rate-0p075,"{""max_early_boost"":0.0,""protocol_fee_rate"":0.075}",300,0.625
small,20280811,0.2,300,1.0,272,28,0.9066666666666666,33.29333333333334,29.522861153283333,4.673333333333333,0.8245183084933333,10.0,20.0,40.0,0.00447816106,0.006666666666666667,1,30.0,1,10,7,5.0,0,0.0,88.70636550308008,2.9895028366666665,0.4927605,0.356112,0.39617185450000003,0.17236249850000002,0.35908853949999997,12.673464114222615,3.747389799688001,0.05123583060021725,14.585243041206896,0.0016467738865687846,-27.258707155429494,-0.12200470443461202,-0.11020053314619616,122,0.7721518987341772,158,144,0.2521891418563923,571,pairwise,pair__protocol_fee_rate-0p075__risk_threshold_pct_of_safe_tvl-0p005,"{""protocol_fee_rate"":0.075,""risk_threshold_pct_of_safe_tvl"":0.005}",300,0.625
medium,20280817,1.0,300,1.0,269,31,0.8966666666666666,100.12,454.59659511466333,5.6033333333333335,5.528114080586667,20.0,40.0,60.0,0.004039963533333333,0.023333333333333334,0,0.0,2,63,26,5.0,0,0.0,55.10204081632653,3.3921085433333333,0.4430225,0.4032405,3.253670801,1.293159819,2.694082956,93.01040620902603,17.08354399757621,0.056083265078082055,79.97139162876954,0.0005863908975428957,-172.98179783779574,-0.10411194988329779,-0.10430428612490955,334,0.6626984126984127,504,140,0.22950819672131148,610,pairwise,pair__protocol_fee_rate-0p075__risk_threshold_pct_of_safe_tvl-0p005,"{""protocol_fee_rate"":0.075,""risk_threshold_pct_of_safe_tvl"":0.005}",300,0.625
large,20280829,5.0,300,1.0,270,30,0.9,383.75,10245.20177766108,9.946666666666667,54.79662805507667,40.0,60.0,100.0,0.00316575453,0.18666666666666668,0,0.0,5,506,112,5.0,0,1e-12,28.973843058350102,5.20835482,0.3332545,0.4652215,40.2894919925,16.961198512000003,35.3358302325,1063.3226720899909,102.69514740506955,0.0646829747152345,625.6643746343989,0.0002035633812498825,-1688.987046724395,-0.09411523864008205,-0.10274276031649071,1134,0.5364238410596026,2114,151,0.16557017543859648,912,pairwise,pair__protocol_fee_rate-0p075__risk_threshold_pct_of_safe_tvl-0p005,"{""protocol_fee_rate"":0.075,""risk_threshold_pct_of_safe_tvl"":0.005}",300,0.625
small,20280811,0.2,300,1.0,267,33,0.89,35.54,44.57033685424334,5.733333333333333,1.1113831881633334,20.0,40.0,70.0,0.00804178893,0.04666666666666667,0,0.0,1,20,6,5.0,0,0.0,54.06758448060076,3.40090561,0.4392115,0.405723,0.605611253,0.288738025,0.601537552,17.126394888777188,3.086609341656965,0.051366606558925866,22.180010654162512,0.001658802110672617,-39.306405542939736,-0.12392824516975795,-0.1178903488960673,149,0.8764705882352941,170,131,0.21475409836065573,610,pairwise,pair__protocol_fee_rate-0p075__risk_tvl_erosion_cap_rate-0p035,"{""protocol_fee_rate"":0.075,""risk_tvl_erosion_cap_rate"":0.035}",300,0.625
medium,20280817,1.0,300,1.0,276,24,0.92,101.78333333333333,500.38762924454335,7.296666666666667,7.308329851053333,40.0,60.0,80.0,0.0068416289299999995,0.12333333333333334,0,0.0,3,101,26,5.0,0,0.0,33.75,4.16043267,0.379407,0.4352495,4.5002324635,2.021168966,4.210768679,122.832838091451,13.818694285288236,0.056024126166001866,87.53189613879495,0.000583093925742766,-210.36473423024586,-0.12000137133874576,-0.09594747296010742,372,0.7140115163147792,521,143,0.2011251758087201,711,pairwise,pair__protocol_fee_rate-0p075__risk_tvl_erosion_cap_rate-0p035,"{""protocol_fee_rate"":0.075,""risk_tvl_erosion_cap_rate"":0.035}",300,0.625
large,20280829,5.0,300,1.0,271,29,0.9033333333333333,343.57666666666665,8627.66900308665,12.856666666666667,65.83343360251666,70.0,90.0,120.0,0.005199280343333334,0.3333333333333333,0,0.0,1,634,112,5.0,0,1e-12,20.90997095837367,6.42960026,0.27349049999999997,0.4874385,48.547469397,20.072232041,41.817150086,1256.0517727672363,87.54668696925559,0.06359746125101702,1210.1289446298958,0.00046753800445093494,-2466.180717397136,-0.1256151195988444,-0.12486971955552845,1547,0.7245901639344262,2135,157,0.14156898106402163,1109,pairwise,pair__protocol_fee_rate-0p075__risk_tvl_erosion_cap_rate-0p035,"{""protocol_fee_rate"":0.075,""risk_tvl_erosion_cap_rate"":0.035}",300,0.625
small,20280811,0.2,300,1.0,271,29,0.9033333333333333,30.616666666666667,39.11586670761667,5.513333333333334,1.04772476258,20.0,40.0,60.0,0.00896134679,0.04,0,0.0,3,16,9,5.0,0,0.0,53.46534653465347,3.4005300066666666,0.43723049999999997,0.386662,0.569416644,0.278158243,0.57949634,16.994829598631036,3.0287815126273134,0.054069001725165704,19.301613591777823,0.00164482388830885,-36.29644319040884,-0.12240267002959491,-0.11547703012201298,136,0.8553459119496856,159,129,0.23076923076923078,559,pairwise,pair__protocol_fee_rate-0p075__threshold_decay_factor-0p95,"{""protocol_fee_rate"":0.075,""threshold_decay_factor"":0.95}",300,0.625
medium,20280817,1.0,300,1.0,274,26,0.9133333333333333,95.27,516.0781703358566,7.703333333333333,8.19451237984,40.0,70.0,110.0,0.0080468253,0.12333333333333334,0,0.0,3,98,31,5.0,0,0.0,29.690721649484537,4.287386133333333,0.387828,0.4410985,5.3030870975,2.527322002,5.2652541715000005,144.18528632560552,14.26988400748261,0.058651155652380105,103.84809179721744,0.0006707516920652707,-248.0333781228232,-0.11253520111167441,-0.10089409701913464,360,0.7302231237322515,493,146,0.1989100817438692,734,pairwise,pair__protocol_fee_rate-0p075__threshold_decay_factor-0p95,"{""protocol_fee_rate"":0.075,""threshold_decay_factor"":0.95}",300,0.625
large,20280829,5.0,300,1.0,269,31,0.8966666666666666,317.2366666666667,7618.489397642887,14.336666666666666,74.48835656024667,70.0,100.0,140.0,0.006863333183333333,0.47,0,0.0,7,702,102,5.0,0,1e-12,18.03757828810021,6.66389634,0.27253950000000005,0.5153455,60.105527679,21.923947338,45.674890287,1507.998554525543,90.6688066186548,0.06748251781273865,876.9374459646051,0.00038368824412703307,-2384.936000490148,-0.10245035880093764,-0.10672522573203307,1109,0.5545,2000,165,0.14236410698878343,1159,pairwise,pair__protocol_fee_rate-0p075__threshold_decay_factor-0p95,"{""protocol_fee_rate"":0.075,""threshold_decay_factor"":0.95}",300,0.625
small,20280811,0.2,300,1.0,275,25,0.9166666666666666,35.62,45.631230714986664,10.933333333333334,2.184482484226667,20.0,40.0,50.0,0.008021358,0.03333333333333333,0,0.0,2,19,8,15.0,0,0.0,39.09502262443439,5.719409293333333,0.308833,0.45484800000000003,1.530784242,0.755469034,1.57389382,40.55226692181355,5.28463930926801,0.06187928905301573,47.62404189345225,0.003478906964027387,-88.1763088152657,-0.14236831055160476,-0.13454950154396458,141,0.8703703703703703,162,196,0.13189771197846567,1486,pairwise,pair__countdown_minutes-15__protocol_fee_rate-0p075,"{""countdown_minutes"":15,""protocol_fee_rate"":0.075}",300,0.625
medium,20280817,1.0,300,1.0,264,36,0.88,96.02,701.36599850088,13.256666666666666,13.580811611633333,50.0,70.0,100.0,0.006171269023333334,0.16666666666666666,0,0.0,4,126,30,15.0,0,0.0,22.99095263437999,6.547543023333334,0.27830449999999995,0.4794695,9.598280631,4.3293897665,9.019562014000002,267.35537402540155,20.489182469216512,0.0656208631390838,365.31091325076454,0.0017361877347518543,-632.6662872761668,-0.12697000886082188,-0.15528435888525274,430,0.8447937131630648,509,183,0.11296296296296296,1620,pairwise,pair__countdown_minutes-15__protocol_fee_rate-0p075,"{""countdown_minutes"":15,""protocol_fee_rate"":0.075}",300,0.625
large,20280829,5.0,300,1.0,264,36,0.88,343.19,7859.604196343606,17.676666666666666,90.94796759814666,60.0,90.0,110.0,0.005324386676666667,0.24,0,0.0,1,616,89,15.0,0,1e-12,18.79077859939104,7.927981353333333,0.2418615,0.515557,74.13291594649999,23.463538984000003,48.882372884,1893.5963447610168,118.60716557006803,0.06940218657507066,1648.3077057249002,0.0006990630675319567,-3541.9040504859163,-0.11285052247974933,-0.12981430093214794,1531,0.7471937530502685,2049,195,0.09908536585365854,1968,pairwise,pair__countdown_minutes-15__protocol_fee_rate-0p075,"{""countdown_minutes"":15,""protocol_fee_rate"":0.075}",300,0.625
small,20280811,0.2,300,1.0,268,32,0.8933333333333333,33.346666666666664,35.3108014834,5.27,1.0371717875833333,20.0,30.0,50.0,0.008351280666666665,0.02666666666666667,0,0.0,2,16,6,5.0,0,0.0,62.882096069869,3.29047119,0.45243049999999996,0.38723549999999995,0.549335335,0.2359324495,0.491525937,16.154100971822437,3.386012430775009,0.051917149968834495,22.05404414761743,0.002081897816072445,-38.20814511943984,-0.1239498827826366,-0.12279593916473809,102,0.6335403726708074,161,126,0.22826086956521738,552,pairwise,pair__max_early_boost-0p75__protocol_fee_rate-0p075,"{""max_early_boost"":0.75,""protocol_fee_rate"":0.075}",300,0.625
